反应	反响	0.5711986422538757
金钱	钱财	0.8465720415115356
弥补	补偿	0.8390876054763794
财力	精力	0.7788889408111572
功夫	素养	0.7197363972663879
比赛	团队	0.4752810597419739
企业家	作曲家	0.7859116792678833
报警	报告	0.651782751083374
残疾	死亡	0.5691319704055786
指导	斥责	0.6193352937698364
利润	成本	0.8186963200569153
思想	智力	0.6999504566192627
电话	邮件	0.8290594220161438
苹果	香蕉	0.7771820425987244
盈利	亏损	0.862690269947052
总理	主席	0.699454665184021
医生	护士	0.8761579990386963
眺望	展望	0.697019100189209
支柱	骨干	0.7965510487556458
成果	果实	0.47125715017318726
作用	功能	0.657190203666687
皮肤	眼睛	0.8628928661346436
印象	大脑	0.6126272082328796
阶层	皇室	0.6985949873924255
新鲜	空气	0.6411973834037781
法庭	律师	0.6289517283439636
文章	理论	0.6495873928070068
行星	月亮	0.6946332454681396
日记	文章	0.7765522003173828
食物	水果	0.7962539792060852
欧洲	南美洲	0.5758650302886963
风景	山水	0.7133702039718628
新浪	腾讯	0.8832452297210693
平台	环境	0.5683771371841431
研讨	争论	0.6969289183616638
演说	说话	0.6662734150886536
有效	有用	0.6781604290008545
会见	会晤	0.9045941829681396
实质	本质	0.8188332319259644
讲座	座位	0.4691145122051239
电话	设备	0.6951519250869751
气温	高温	0.7506861686706543
积极	消极	0.7113701105117798
君子	小人	0.8473344445228577
北大	清华	0.8600375056266785
国王	女王	0.7833863496780396
商业	工业	0.7243586778640747
削减	裁员	0.8247838020324707
检验	查	0.5412917137145996
席位	位置	0.5282137393951416
随意	随便	0.9086632132530212
奋斗	努力	0.778730034828186
高兴	兴奋	0.7932562232017517
年级	成绩	0.5272656679153442
矩阵	数据	0.579501211643219
灾区	地震	0.6161285042762756
生日	蛋糕	0.5115920305252075
泡沫	肥皂	0.8579095602035522
电影	导演	0.7542889714241028
学生	老师	0.7383912801742554
自动	手动	0.7976868152618408
相信	信赖	0.7121778130531311
支部	面部	0.3159482479095459
正义	人民	0.5908178091049194
白宫	宿舍	0.6236393451690674
解释	分解	0.5911810398101807
距离	速度	0.4629398286342621
投资者	收入	0.6635838747024536
网络	硬件	0.774173378944397
责任	保险	0.6858630180358887
比赛	胜利	0.5510221719741821
课程	学校	0.7570478916168213
学者	学习	0.48636919260025024
超市	食品	0.7674201726913452
家属	丈夫	0.722258448600769
想法	主意	0.8697106242179871
行	可以	0.39873722195625305
歌剧	工业	0.47201165556907654
职业	教育	0.47515609860420227
物理	质子	0.648025393486023
人民币	美元	0.7406600713729858
境界	意境	0.8687989711761475
弘扬	发扬	0.9523035287857056
恶劣	坏	0.5901310443878174
优秀	出众	0.6928145885467529
计算机	新闻	0.536941647529602
期刊	协会	0.5568698048591614
乡村	故事	0.5359437465667725
出路	山路	0.6038605570793152
能源	危机	0.6099915504455566
房价	面积	0.5639595985412598
龙头	老大	0.6522647142410278
安排	部署	0.596380889415741
普及	担当	0.4633806049823761
造型	照片	0.6056426167488098
天下	气候	0.31289833784103394
轻	善	0.5075027942657471
日程	季度	0.7863372564315796
宇宙	蚂蚁	0.5684248208999634
但	但是	0.9540196061134338
赢	胜	0.6936306357383728
调查	努力	0.5921706557273865
玻璃	魔术师	0.5895898342132568
干扰	上网	0.6528099775314331
课堂	美食	0.6761212944984436
情节	黄色	0.48916831612586975
计算机	电脑	0.8628784418106079
阻力	天花板	0.7162493467330933
紫禁城	故宫	0.8736891746520996
